ticker,ticker_name,group,regime,start_date,end_date,duration_days,start_price,end_price,period_return_pct,year
SLV,Silver,Commodities,BULLISH,2023-12-22,2023-12-27,3,22.12,22.23,0.5,2023
SLV,Silver,Commodities,BEARISH,2024-01-03,2024-01-17,10,21.06,20.65,-1.95,2024
SLV,Silver,Commodities,BULLISH,2024-03-06,2024-03-20,11,22.1,23.29,5.38,2024
SLV,Silver,Commodities,BULLISH,2024-04-02,2024-04-19,14,23.84,26.2,9.9,2024
SLV,Silver,Commodities,BEARISH,2024-04-29,2024-05-03,5,24.83,24.22,-2.46,2024
SLV,Silver,Commodities,BULLISH,2024-05-09,2024-05-30,15,25.86,28.42,9.9,2024
SLV,Silver,Commodities,BEARISH,2024-06-03,2024-06-05,3,27.89,27.4,-1.76,2024
SLV,Silver,Commodities,BEARISH,2024-06-11,2024-06-13,3,26.71,26.43,-1.05,2024
SLV,Silver,Commodities,BULLISH,2024-07-08,2024-07-16,7,28.13,28.61,1.71,2024
SLV,Silver,Commodities,BEARISH,2024-07-19,2024-08-01,10,26.69,26.03,-2.47,2024
SLV,Silver,Commodities,BEARISH,2024-08-05,2024-08-07,3,24.86,24.33,-2.13,2024
SLV,Silver,Commodities,BULLISH,2024-08-19,2024-08-29,9,26.83,26.81,-0.07,2024
SLV,Silver,Commodities,BEARISH,2024-09-06,2024-09-11,4,25.48,26.12,2.51,2024
SLV,Silver,Commodities,BULLISH,2024-09-13,2024-09-26,10,28.02,29.26,4.43,2024
SLV,Silver,Commodities,BULLISH,2024-10-02,2024-10-07,4,29.0,28.93,-0.24,2024
SLV,Silver,Commodities,BEARISH,2024-10-08,2024-10-10,3,28.01,28.38,1.32,2024
SLV,Silver,Commodities,BULLISH,2024-10-18,2024-10-31,10,30.64,29.81,-2.71,2024
SLV,Silver,Commodities,BEARISH,2024-11-01,2024-11-19,13,29.54,28.5,-3.52,2024
SLV,Silver,Commodities,BEARISH,2024-12-18,2025-01-02,10,26.85,26.93,0.3,2024
SLV,Silver,Commodities,BULLISH,2025-02-03,2025-02-12,8,28.67,29.34,2.34,2025
SLV,Silver,Commodities,BULLISH,2025-03-11,2025-03-19,7,29.96,30.75,2.64,2025
SLV,Silver,Commodities,BEARISH,2025-04-03,2025-04-16,10,28.89,29.76,3.01,2025
SLV,Silver,Commodities,BULLISH,2025-04-21,2025-04-28,6,29.79,30.19,1.34,2025
SLV,Silver,Commodities,BULLISH,2025-06-02,2025-06-18,13,31.59,33.27,5.32,2025
SLV,Silver,Commodities,BULLISH,2025-07-11,2025-07-24,10,35.03,35.49,1.31,2025
SLV,Silver,Commodities,BEARISH,2025-08-04,2025-08-06,3,33.98,34.35,1.09,2025
SLV,Silver,Commodities,BULLISH,2025-08-29,2025-09-16,12,36.19,38.6,6.66,2025
SLV,Silver,Commodities,BULLISH,2025-09-19,2025-10-20,22,39.04,47.72,22.23,2025
SLV,Silver,Commodities,BEARISH,2025-10-24,2025-11-03,7,43.99,43.76,-0.52,2025
SLV,Silver,Commodities,BULLISH,2025-11-10,2025-11-21,10,45.79,45.3,-1.07,2025
SLV,Silver,Commodities,BULLISH,2025-11-28,2026-01-29,42,51.21,105.57,106.15,2025
SLV,Silver,Commodities,BEARISH,2026-01-30,2026-02-19,14,75.44,71.01,-5.87,2026
SLV,Silver,Commodities,BULLISH,2026-02-20,2026-03-05,10,76.62,74.27,-3.07,2026
USO,Oil,Commodities,BEARISH,2015-01-22,2015-01-26,3,139.28,134.96,-3.1,2015
USO,Oil,Commodities,BULLISH,2015-02-05,2015-02-17,8,152.24,158.32,3.99,2015
USO,Oil,Commodities,BEARISH,2015-02-27,2015-03-03,3,144.8,147.92,2.15,2015
USO,Oil,Commodities,BEARISH,2015-03-11,2015-03-24,10,142.16,134.32,-5.51,2015
USO,Oil,Commodities,BULLISH,2015-03-30,2015-04-09,8,137.84,144.24,4.64,2015
USO,Oil,Commodities,BULLISH,2015-04-13,2015-04-20,6,148.0,159.12,7.51,2015
USO,Oil,Commodities,BULLISH,2015-04-22,2015-04-28,5,154.88,156.8,1.24,2015
USO,Oil,Commodities,BULLISH,2015-05-08,2015-05-12,3,163.36,165.92,1.57,2015
USO,Oil,Commodities,BEARISH,2015-05-26,2015-05-28,3,157.52,156.48,-0.66,2015
USO,Oil,Commodities,BEARISH,2015-07-01,2015-08-26,40,152.8,102.16,-33.14,2015
USO,Oil,Commodities,BULLISH,2015-08-28,2015-09-11,10,119.04,117.2,-1.55,2015
USO,Oil,Commodities,BULLISH,2015-10-06,2015-10-13,6,125.92,120.48,-4.32,2015
USO,Oil,Commodities,BEARISH,2015-10-20,2015-10-27,6,117.84,110.56,-6.18,2015
USO,Oil,Commodities,BEARISH,2015-11-11,2015-11-24,10,110.08,106.56,-3.2,2015
USO,Oil,Commodities,BEARISH,2015-12-04,2015-12-22,13,99.68,86.16,-13.56,2015
USO,Oil,Commodities,BEARISH,2016-01-06,2016-01-26,14,80.88,71.76,-11.28,2016
USO,Oil,Commodities,BEARISH,2016-02-09,2016-02-16,5,65.44,66.48,1.59,2016
USO,Oil,Commodities,BULLISH,2016-02-24,2016-03-22,20,68.72,84.32,22.7,2016
USO,Oil,Commodities,BEARISH,2016-03-31,2016-04-07,6,77.6,76.08,-1.96,2016
USO,Oil,Commodities,BULLISH,2016-04-12,2016-04-22,9,85.12,86.08,1.13,2016
USO,Oil,Commodities,BULLISH,2016-04-27,2016-05-02,4,89.12,88.4,-0.81,2016
USO,Oil,Commodities,BULLISH,2016-05-16,2016-05-27,10,94.08,95.84,1.87,2016
USO,Oil,Commodities,BEARISH,2016-07-05,2016-07-11,5,89.44,85.2,-4.74,2016
USO,Oil,Commodities,BEARISH,2016-07-13,2016-08-05,18,86.0,78.88,-8.28,2016
USO,Oil,Commodities,BULLISH,2016-08-11,2016-08-26,12,81.68,87.6,7.25,2016
USO,Oil,Commodities,BEARISH,2016-08-31,2016-09-07,5,82.88,84.16,1.54,2016
USO,Oil,Commodities,BULLISH,2016-09-28,2016-10-14,13,85.2,91.52,7.42,2016
USO,Oil,Commodities,BEARISH,2016-10-28,2016-11-14,12,88.08,78.96,-10.35,2016
USO,Oil,Commodities,BULLISH,2016-11-18,2016-11-23,4,82.56,85.36,3.39,2016
USO,Oil,Commodities,BULLISH,2016-11-30,2016-12-14,11,87.44,90.56,3.57,2016
USO,Oil,Commodities,BEARISH,2017-03-08,2017-03-23,12,85.36,80.08,-6.19,2017
USO,Oil,Commodities,BULLISH,2017-04-04,2017-04-18,10,85.68,88.32,3.08,2017
USO,Oil,Commodities,BEARISH,2017-04-21,2017-05-10,14,82.56,78.88,-4.46,2017
USO,Oil,Commodities,BULLISH,2017-05-18,2017-05-24,5,82.08,84.8,3.31,2017
USO,Oil,Commodities,BEARISH,2017-06-02,2017-06-27,18,78.88,72.8,-7.71,2017
USO,Oil,Commodities,BULLISH,2017-07-03,2017-07-11,6,76.96,74.16,-3.64,2017
USO,Oil,Commodities,BULLISH,2017-07-24,2017-08-07,11,76.0,80.8,6.32,2017
USO,Oil,Commodities,BEARISH,2017-08-14,2017-08-17,4,77.76,76.96,-1.03,2017
USO,Oil,Commodities,BULLISH,2017-09-12,2017-09-18,5,78.96,81.36,3.04,2017
USO,Oil,Commodities,BULLISH,2017-09-22,2017-09-27,4,81.92,84.16,2.73,2017
USO,Oil,Commodities,BULLISH,2017-10-26,2017-11-13,13,84.56,91.04,7.66,2017
USO,Oil,Commodities,BULLISH,2017-11-29,2017-12-01,3,91.76,93.36,1.74,2017
USO,Oil,Commodities,BULLISH,2017-12-26,2018-01-18,16,95.6,102.08,6.78,2017
USO,Oil,Commodities,BULLISH,2018-01-22,2018-01-24,3,102.24,105.76,3.44,2018
USO,Oil,Commodities,BEARISH,2018-02-07,2018-02-16,8,98.96,99.04,0.08,2018
USO,Oil,Commodities,BULLISH,2018-02-23,2018-02-28,4,102.16,98.96,-3.13,2018
USO,Oil,Commodities,BULLISH,2018-03-21,2018-03-29,7,105.44,104.72,-0.68,2018
USO,Oil,Commodities,BULLISH,2018-04-12,2018-04-24,9,108.16,109.44,1.18,2018
USO,Oil,Commodities,BULLISH,2018-05-09,2018-05-17,7,114.96,115.92,0.84,2018
USO,Oil,Commodities,BEARISH,2018-05-25,2018-06-08,10,109.44,106.16,-3.0,2018
USO,Oil,Commodities,BULLISH,2018-06-22,2018-07-10,12,112.16,120.56,7.49,2018
USO,Oil,Commodities,BEARISH,2018-07-16,2018-07-24,7,111.52,113.84,2.08,2018
USO,Oil,Commodities,BEARISH,2018-08-15,2018-08-21,5,108.08,110.64,2.37,2018
USO,Oil,Commodities,BULLISH,2018-08-27,2018-09-05,7,116.0,115.92,-0.07,2018
USO,Oil,Commodities,BULLISH,2018-09-19,2018-09-25,5,119.52,122.16,2.21,2018
USO,Oil,Commodities,BULLISH,2018-09-27,2018-10-05,7,122.08,125.52,2.82,2018
USO,Oil,Commodities,BEARISH,2018-10-15,2018-12-04,36,121.04,89.44,-26.11,2018
USO,Oil,Commodities,BEARISH,2018-12-18,2019-01-02,10,78.32,78.8,0.61,2018
USO,Oil,Commodities,BULLISH,2019-01-07,2019-01-23,12,82.32,88.4,7.39,2019
USO,Oil,Commodities,BULLISH,2019-02-20,2019-02-28,7,95.44,95.6,0.17,2019
USO,Oil,Commodities,BULLISH,2019-03-15,2019-03-26,8,97.6,99.76,2.21,2019
USO,Oil,Commodities,BULLISH,2019-04-01,2019-04-15,11,102.56,105.92,3.28,2019
USO,Oil,Commodities,BEARISH,2019-05-02,2019-05-09,6,102.56,102.48,-0.08,2019
USO,Oil,Commodities,BEARISH,2019-05-23,2019-06-13,15,96.72,87.04,-10.01,2019
USO,Oil,Commodities,BULLISH,2019-06-19,2019-07-03,11,90.64,94.16,3.88,2019
USO,Oil,Commodities,BEARISH,2019-07-24,2019-07-29,4,92.72,94.56,1.98,2019
USO,Oil,Commodities,BEARISH,2019-08-06,2019-08-12,5,89.12,90.88,1.97,2019
USO,Oil,Commodities,BULLISH,2019-08-20,2019-08-22,3,93.04,92.24,-0.86,2019
USO,Oil,Commodities,BULLISH,2019-09-16,2019-09-20,5,102.64,97.6,-4.91,2019
USO,Oil,Commodities,BEARISH,2019-09-30,2019-10-10,9,90.72,89.52,-1.32,2019
USO,Oil,Commodities,BULLISH,2019-10-22,2019-10-29,6,90.72,92.64,2.12,2019
USO,Oil,Commodities,BULLISH,2019-11-01,2019-11-05,3,93.52,95.44,2.05,2019
USO,Oil,Commodities,BULLISH,2019-11-13,2019-11-15,3,95.68,96.64,1.0,2019
USO,Oil,Commodities,BULLISH,2019-12-13,2019-12-19,5,99.92,102.24,2.32,2019
USO,Oil,Commodities,BULLISH,2019-12-23,2019-12-30,5,101.6,103.12,1.5,2019
USO,Oil,Commodities,BEARISH,2020-01-10,2020-02-12,23,99.28,86.48,-12.89,2020
USO,Oil,Commodities,BULLISH,2020-02-18,2020-02-21,4,87.6,89.28,1.92,2020
USO,Oil,Commodities,BEARISH,2020-02-27,2020-04-02,26,78.24,40.88,-47.75,2020
USO,Oil,Commodities,BULLISH,2020-04-08,2020-04-15,5,42.96,35.44,-17.5,2020
USO,Oil,Commodities,BEARISH,2020-04-17,2020-05-05,13,33.68,21.51,-36.13,2020
USO,Oil,Commodities,BULLISH,2020-05-08,2020-06-11,24,21.47,26.36,22.78,2020
USO,Oil,Commodities,BULLISH,2020-06-25,2020-06-29,3,27.94,28.27,1.18,2020
USO,Oil,Commodities,BULLISH,2020-07-09,2020-07-13,3,28.41,28.5,0.32,2020
USO,Oil,Commodities,BULLISH,2020-08-12,2020-08-17,4,30.56,30.77,0.69,2020
USO,Oil,Commodities,BEARISH,2020-09-04,2020-09-16,8,28.51,28.7,0.67,2020
USO,Oil,Commodities,BULLISH,2020-09-24,2020-09-28,3,28.5,28.69,0.67,2020
USO,Oil,Commodities,BEARISH,2020-10-28,2020-11-03,5,26.31,26.72,1.56,2020
USO,Oil,Commodities,BULLISH,2020-11-09,2020-12-08,21,28.07,31.41,11.9,2020
USO,Oil,Commodities,BULLISH,2020-12-14,2020-12-21,6,32.17,32.64,1.46,2020
USO,Oil,Commodities,BULLISH,2021-01-06,2021-01-21,11,34.11,35.76,4.84,2021
USO,Oil,Commodities,BULLISH,2021-02-03,2021-02-26,17,37.44,41.31,10.34,2021
USO,Oil,Commodities,BULLISH,2021-03-04,2021-03-09,4,43.07,43.11,0.09,2021
USO,Oil,Commodities,BULLISH,2021-03-11,2021-03-17,5,44.6,43.82,-1.75,2021
USO,Oil,Commodities,BEARISH,2021-03-18,2021-03-31,10,40.47,40.53,0.15,2021
USO,Oil,Commodities,BULLISH,2021-04-14,2021-04-20,5,43.04,42.74,-0.7,2021
USO,Oil,Commodities,BULLISH,2021-04-22,2021-04-27,4,42.09,43.11,2.42,2021
USO,Oil,Commodities,BULLISH,2021-05-04,2021-05-12,7,44.87,45.22,0.78,2021
USO,Oil,Commodities,BULLISH,2021-06-02,2021-06-16,11,46.9,48.75,3.94,2021
USO,Oil,Commodities,BULLISH,2021-06-21,2021-06-25,5,49.36,50.25,1.8,2021
USO,Oil,Commodities,BULLISH,2021-07-29,2021-08-03,4,50.64,48.85,-3.53,2021
USO,Oil,Commodities,BEARISH,2021-08-06,2021-08-10,3,47.57,47.68,0.23,2021
USO,Oil,Commodities,BEARISH,2021-08-12,2021-08-20,7,48.1,43.43,-9.71,2021
USO,Oil,Commodities,BULLISH,2021-08-31,2021-09-07,5,48.04,48.04,0.0,2021
USO,Oil,Commodities,BULLISH,2021-09-21,2021-10-22,24,49.58,58.03,17.04,2021
USO,Oil,Commodities,BEARISH,2021-11-19,2021-11-23,3,53.78,56.2,4.5,2021
USO,Oil,Commodities,BEARISH,2021-11-26,2021-12-09,10,49.63,51.02,2.8,2021
USO,Oil,Commodities,BULLISH,2021-12-14,2021-12-17,4,50.92,50.78,-0.27,2021
USO,Oil,Commodities,BULLISH,2021-12-23,2022-01-31,26,53.13,62.48,17.6,2021
USO,Oil,Commodities,BULLISH,2022-02-03,2022-02-14,8,63.51,66.36,4.49,2022
USO,Oil,Commodities,BULLISH,2022-03-01,2022-03-14,10,71.82,72.84,1.42,2022
USO,Oil,Commodities,BEARISH,2022-03-18,2022-03-22,3,74.64,78.56,5.25,2022
USO,Oil,Commodities,BULLISH,2022-03-23,2022-03-25,3,81.95,80.74,-1.48,2022
USO,Oil,Commodities,BEARISH,2022-04-04,2022-04-08,5,76.86,74.11,-3.58,2022
USO,Oil,Commodities,BULLISH,2022-04-20,2022-04-22,3,77.24,76.31,-1.2,2022
USO,Oil,Commodities,BULLISH,2022-05-04,2022-05-06,3,80.22,82.13,2.38,2022
USO,Oil,Commodities,BULLISH,2022-05-13,2022-05-17,3,81.28,81.11,-0.21,2022
USO,Oil,Commodities,BULLISH,2022-05-23,2022-05-27,5,81.97,85.46,4.26,2022
USO,Oil,Commodities,BULLISH,2022-06-01,2022-06-14,10,85.54,88.45,3.4,2022
USO,Oil,Commodities,BEARISH,2022-06-17,2022-07-07,13,83.34,76.55,-8.15,2022
USO,Oil,Commodities,BEARISH,2022-07-11,2022-07-18,6,78.23,76.81,-1.82,2022
USO,Oil,Commodities,BULLISH,2022-07-26,2022-07-29,4,75.16,78.05,3.85,2022
USO,Oil,Commodities,BEARISH,2022-08-03,2022-08-08,4,73.53,73.54,0.01,2022
USO,Oil,Commodities,BEARISH,2022-09-01,2022-09-15,10,70.95,69.76,-1.68,2022
USO,Oil,Commodities,BEARISH,2022-09-23,2022-10-03,7,65.32,67.89,3.93,2022
USO,Oil,Commodities,BULLISH,2022-10-05,2022-10-17,9,71.94,70.13,-2.52,2022
USO,Oil,Commodities,BEARISH,2022-10-20,2022-10-24,3,70.18,70.38,0.28,2022
USO,Oil,Commodities,BULLISH,2022-11-01,2022-11-08,6,73.12,74.47,1.85,2022
USO,Oil,Commodities,BEARISH,2022-11-17,2022-11-30,9,70.14,70.23,0.13,2022
USO,Oil,Commodities,BEARISH,2022-12-06,2022-12-16,9,65.23,64.9,-0.51,2022
USO,Oil,Commodities,BULLISH,2022-12-21,2022-12-28,5,68.06,68.58,0.76,2022
USO,Oil,Commodities,BULLISH,2023-01-19,2023-01-26,6,70.59,70.93,0.48,2023
USO,Oil,Commodities,BEARISH,2023-02-01,2023-02-07,5,67.36,67.76,0.59,2023
USO,Oil,Commodities,BEARISH,2023-03-14,2023-03-24,9,62.93,60.96,-3.13,2023
USO,Oil,Commodities,BULLISH,2023-03-29,2023-04-17,13,64.15,70.84,10.43,2023
USO,Oil,Commodities,BEARISH,2023-04-25,2023-05-09,11,67.62,64.87,-4.07,2023
USO,Oil,Commodities,BEARISH,2023-05-11,2023-05-15,3,63.25,62.99,-0.41,2023
USO,Oil,Commodities,BULLISH,2023-07-07,2023-08-10,25,65.85,74.2,12.68,2023
USO,Oil,Commodities,BULLISH,2023-08-30,2023-09-19,14,73.66,81.5,10.64,2023
USO,Oil,Commodities,BEARISH,2023-10-04,2023-10-12,7,75.59,75.42,-0.22,2023
USO,Oil,Commodities,BULLISH,2023-10-18,2023-10-20,3,79.84,80.7,1.08,2023
USO,Oil,Commodities,BEARISH,2023-10-31,2023-11-20,15,75.02,72.3,-3.63,2023
USO,Oil,Commodities,BEARISH,2023-12-04,2023-12-15,10,68.47,67.15,-1.93,2023
USO,Oil,Commodities,BULLISH,2023-12-20,2023-12-27,5,68.79,68.92,0.19,2023
USO,Oil,Commodities,BULLISH,2024-01-23,2024-01-31,7,69.66,70.92,1.81,2024
USO,Oil,Commodities,BULLISH,2024-02-15,2024-02-22,5,72.84,73.6,1.04,2024
USO,Oil,Commodities,BULLISH,2024-03-18,2024-04-12,19,77.98,81.53,4.55,2024
USO,Oil,Commodities,BEARISH,2024-04-18,2024-04-22,3,78.78,78.78,0.0,2024
USO,Oil,Commodities,BEARISH,2024-04-30,2024-05-14,11,78.38,75.21,-4.04,2024
USO,Oil,Commodities,BEARISH,2024-06-03,2024-06-05,3,71.83,71.89,0.08,2024
USO,Oil,Commodities,BULLISH,2024-06-17,2024-07-03,12,77.79,81.27,4.47,2024
USO,Oil,Commodities,BEARISH,2024-07-19,2024-08-06,13,78.0,72.45,-7.12,2024
USO,Oil,Commodities,BEARISH,2024-09-03,2024-09-16,10,71.09,70.88,-0.3,2024
USO,Oil,Commodities,BULLISH,2024-09-19,2024-09-25,5,72.75,71.48,-1.75,2024
USO,Oil,Commodities,BULLISH,2024-10-03,2024-10-14,8,75.73,75.93,0.26,2024
USO,Oil,Commodities,BEARISH,2024-10-17,2024-10-21,3,72.62,72.26,-0.5,2024
USO,Oil,Commodities,BEARISH,2024-10-24,2024-10-29,4,73.06,69.66,-4.65,2024
USO,Oil,Commodities,BULLISH,2025-01-02,2025-01-22,13,76.93,80.43,4.55,2025
USO,Oil,Commodities,BEARISH,2025-01-27,2025-02-07,10,77.93,75.86,-2.66,2025
USO,Oil,Commodities,BEARISH,2025-03-03,2025-03-11,7,73.32,71.45,-2.55,2025
USO,Oil,Commodities,BULLISH,2025-03-24,2025-04-02,8,74.88,77.74,3.82,2025
USO,Oil,Commodities,BEARISH,2025-04-04,2025-04-17,10,67.92,69.48,2.3,2025
USO,Oil,Commodities,BEARISH,2025-04-30,2025-05-09,8,63.56,66.61,4.8,2025
USO,Oil,Commodities,BULLISH,2025-05-13,2025-05-21,7,69.59,67.59,-2.87,2025
USO,Oil,Commodities,BULLISH,2025-06-05,2025-06-23,12,69.93,76.41,9.27,2025
USO,Oil,Commodities,BEARISH,2025-06-30,2025-07-07,5,73.11,76.48,4.61,2025
USO,Oil,Commodities,BULLISH,2025-07-29,2025-07-31,3,79.8,79.59,-0.26,2025
USO,Oil,Commodities,BEARISH,2025-08-11,2025-08-19,7,73.8,72.3,-2.03,2025
USO,Oil,Commodities,BEARISH,2025-10-08,2025-10-22,11,73.53,70.63,-3.94,2025
USO,Oil,Commodities,BULLISH,2025-10-24,2025-11-04,8,73.18,71.93,-1.71,2025
USO,Oil,Commodities,BEARISH,2025-12-12,2025-12-19,6,68.81,68.03,-1.13,2025
USO,Oil,Commodities,BULLISH,2026-01-12,2026-01-14,3,71.65,72.61,1.34,2026
USO,Oil,Commodities,BULLISH,2026-01-21,2026-02-10,15,73.34,78.03,6.39,2026
USO,Oil,Commodities,BULLISH,2026-02-19,2026-02-24,4,81.19,80.76,-0.53,2026
USO,Oil,Commodities,BULLISH,2026-02-27,2026-03-06,6,81.95,108.77,32.73,2026
