ticker,ticker_name,group,year,month,year_month,monthly_return_pct,monthly_volatility_pct,month_high,month_low,open_price,close_price,direction
SLV,Silver,Commodities,2017,5,2017-05,2.5,5.06,16.47,15.3,15.99,16.39,UP
SLV,Silver,Commodities,2017,6,2017-06,-4.09,3.65,16.76,15.54,16.38,15.71,DOWN
SLV,Silver,Commodities,2017,7,2017-07,3.92,5.35,15.9,14.73,15.3,15.9,UP
SLV,Silver,Commodities,2017,8,2017-08,5.45,5.97,16.65,15.33,15.79,16.65,UP
SLV,Silver,Commodities,2017,9,2017-09,-5.92,4.6,17.1,15.74,16.73,15.74,DOWN
SLV,Silver,Commodities,2017,10,2017-10,0.77,3.43,16.41,15.67,15.67,15.79,UP
SLV,Silver,Commodities,2017,11,2017-11,-4.14,5.56,16.31,15.51,16.18,15.51,DOWN
SLV,Silver,Commodities,2017,12,2017-12,2.96,4.25,15.99,14.85,15.53,15.99,UP
SLV,Silver,Commodities,2018,1,2018-01,0.86,4.8,16.56,15.97,16.21,16.35,UP
SLV,Silver,Commodities,2018,2,2018-02,-4.86,5.47,16.25,15.39,16.25,15.46,DOWN
SLV,Silver,Commodities,2018,3,2018-03,-0.84,4.66,15.78,15.28,15.54,15.41,DOWN
SLV,Silver,Commodities,2018,4,2018-04,-1.73,5.18,16.26,15.38,15.65,15.38,DOWN
SLV,Silver,Commodities,2018,5,2018-05,1.44,3.48,15.74,15.24,15.24,15.46,UP
SLV,Silver,Commodities,2018,6,2018-06,-1.88,4.85,16.17,15.07,15.44,15.15,DOWN
SLV,Silver,Commodities,2018,7,2018-07,-2.01,4.17,15.17,14.42,14.91,14.61,DOWN
SLV,Silver,Commodities,2018,8,2018-08,-5.73,5.91,14.52,13.57,14.48,13.65,DOWN
SLV,Silver,Commodities,2018,9,2018-09,3.16,4.51,13.73,13.23,13.31,13.73,UP
SLV,Silver,Commodities,2018,10,2018-10,-1.54,3.81,13.83,13.41,13.62,13.41,DOWN
SLV,Silver,Commodities,2018,11,2018-11,-3.69,5.1,13.86,13.15,13.83,13.32,DOWN
SLV,Silver,Commodities,2018,12,2018-12,7.64,3.74,14.52,13.49,13.49,14.52,UP
SLV,Silver,Commodities,2019,1,2019-01,3.37,3.91,15.05,14.36,14.56,15.05,UP
SLV,Silver,Commodities,2019,2,2019-02,-1.94,3.92,15.07,14.59,14.92,14.63,DOWN
SLV,Silver,Commodities,2019,3,2019-03,-0.14,5.18,14.56,14.07,14.2,14.18,FLAT
SLV,Silver,Commodities,2019,4,2019-04,-0.92,2.84,14.31,13.91,14.15,14.02,DOWN
SLV,Silver,Commodities,2019,5,2019-05,-0.73,3.78,13.98,13.46,13.75,13.65,DOWN
SLV,Silver,Commodities,2019,6,2019-06,3.32,4.04,14.46,13.78,13.87,14.33,UP
SLV,Silver,Commodities,2019,7,2019-07,7.26,5.4,15.52,14.05,14.18,15.21,UP
SLV,Silver,Commodities,2019,8,2019-08,11.8,6.04,17.17,15.19,15.34,17.15,UP
SLV,Silver,Commodities,2019,9,2019-09,-11.01,11.98,18.34,15.92,17.89,15.92,DOWN
SLV,Silver,Commodities,2019,10,2019-10,4.77,4.4,16.92,16.15,16.15,16.92,UP
SLV,Silver,Commodities,2019,11,2019-11,-5.91,4.87,16.92,15.7,16.92,15.92,DOWN
SLV,Silver,Commodities,2019,12,2019-12,5.57,4.81,16.74,15.48,15.8,16.68,UP
SLV,Silver,Commodities,2020,1,2020-01,0.06,5.59,17.17,16.32,16.81,16.82,FLAT
SLV,Silver,Commodities,2020,2,2020-02,-5.88,8.71,17.4,15.53,16.5,15.53,DOWN
SLV,Silver,Commodities,2020,3,2020-03,-16.13,19.69,16.3,11.21,15.56,13.05,DOWN
SLV,Silver,Commodities,2020,4,2020-04,7.37,8.42,14.65,13.02,13.02,13.98,UP
SLV,Silver,Commodities,2020,5,2020-05,19.68,7.23,16.66,13.77,13.92,16.66,UP
SLV,Silver,Commodities,2020,6,2020-06,-0.53,8.3,17.1,16.2,17.1,17.01,DOWN
SLV,Silver,Commodities,2020,7,2020-07,34.66,14.37,22.83,16.71,16.82,22.65,UP
SLV,Silver,Commodities,2020,8,2020-08,15.35,21.9,27.0,22.74,22.74,26.23,UP
SLV,Silver,Commodities,2020,9,2020-09,-17.21,12.81,26.14,21.17,26.14,21.64,DOWN
SLV,Silver,Commodities,2020,10,2020-10,-0.45,10.06,23.41,21.71,22.09,21.99,FLAT
SLV,Silver,Commodities,2020,11,2020-11,-6.07,10.24,23.79,21.05,22.41,21.05,DOWN
SLV,Silver,Commodities,2020,12,2020-12,10.18,9.4,24.76,22.16,22.3,24.57,UP
SLV,Silver,Commodities,2021,1,2021-01,-1.42,12.28,25.67,22.95,25.35,24.99,DOWN
SLV,Silver,Commodities,2021,2,2021-02,-7.85,14.09,26.76,24.48,26.76,24.66,DOWN
SLV,Silver,Commodities,2021,3,2021-03,-7.72,7.3,24.8,22.26,24.6,22.7,DOWN
SLV,Silver,Commodities,2021,4,2021-04,3.71,5.79,24.7,23.04,23.15,24.01,UP
SLV,Silver,Commodities,2021,5,2021-05,3.77,7.42,26.19,24.57,24.96,25.9,UP
SLV,Silver,Commodities,2021,6,2021-06,-6.27,6.56,26.15,23.85,25.84,24.22,DOWN
SLV,Silver,Commodities,2021,7,2021-07,-1.99,5.73,24.55,22.96,24.11,23.63,DOWN
SLV,Silver,Commodities,2021,8,2021-08,-5.91,6.97,23.68,21.35,23.53,22.14,DOWN
SLV,Silver,Commodities,2021,9,2021-09,-8.27,8.38,22.88,19.95,22.37,20.52,DOWN
SLV,Silver,Commodities,2021,10,2021-10,6.05,5.41,22.74,20.83,20.83,22.09,UP
SLV,Silver,Commodities,2021,11,2021-11,-5.26,5.78,23.42,21.06,22.23,21.06,DOWN
SLV,Silver,Commodities,2021,12,2021-12,4.57,5.11,21.51,20.3,20.57,21.51,UP
SLV,Silver,Commodities,2022,1,2022-01,-1.79,7.49,22.62,20.51,21.18,20.8,DOWN
SLV,Silver,Commodities,2022,2,2022-02,8.02,5.29,22.73,20.71,20.94,22.62,UP
SLV,Silver,Commodities,2022,3,2022-03,-2.8,7.87,24.45,22.88,23.54,22.88,DOWN
SLV,Silver,Commodities,2022,4,2022-04,-7.48,5.92,23.87,21.04,22.74,21.04,DOWN
SLV,Silver,Commodities,2022,5,2022-05,-4.94,8.53,21.28,19.12,20.87,19.84,DOWN
SLV,Silver,Commodities,2022,6,2022-06,-7.4,7.6,20.59,18.64,20.13,18.64,DOWN
SLV,Silver,Commodities,2022,7,2022-07,2.13,8.87,18.7,16.98,18.31,18.7,UP
SLV,Silver,Commodities,2022,8,2022-08,-11.76,7.49,19.17,16.58,18.79,16.58,DOWN
SLV,Silver,Commodities,2022,9,2022-09,6.84,9.64,18.17,16.38,16.38,17.5,UP
SLV,Silver,Commodities,2022,10,2022-10,-7.75,12.21,19.36,16.81,19.1,17.62,DOWN
SLV,Silver,Commodities,2022,11,2022-11,13.19,11.18,20.43,17.73,18.05,20.43,UP
SLV,Silver,Commodities,2022,12,2022-12,4.96,9.77,22.23,20.44,20.98,22.02,UP
SLV,Silver,Commodities,2023,1,2023-01,-1.0,6.43,22.33,21.39,22.05,21.83,DOWN
SLV,Silver,Commodities,2023,2,2023-02,-12.95,6.72,22.08,18.93,22.08,19.22,DOWN
SLV,Silver,Commodities,2023,3,2023-03,14.67,9.09,22.12,18.4,19.29,22.12,UP
SLV,Silver,Commodities,2023,4,2023-04,4.26,5.77,23.74,22.06,22.06,23.0,UP
SLV,Silver,Commodities,2023,5,2023-05,-5.59,7.32,23.94,20.86,22.89,21.61,DOWN
SLV,Silver,Commodities,2023,6,2023-06,-4.83,7.26,22.3,20.53,21.95,20.89,DOWN
SLV,Silver,Commodities,2023,7,2023-07,8.0,7.93,23.1,20.83,21.01,22.69,UP
SLV,Silver,Commodities,2023,8,2023-08,0.45,6.58,22.71,20.56,22.29,22.39,FLAT
SLV,Silver,Commodities,2023,9,2023-09,-8.25,5.12,22.17,20.34,22.17,20.34,DOWN
SLV,Silver,Commodities,2023,10,2023-10,8.03,7.86,21.4,19.25,19.42,20.98,UP
SLV,Silver,Commodities,2023,11,2023-11,10.3,6.35,23.13,20.34,20.97,23.13,UP
SLV,Silver,Commodities,2023,12,2023-12,-6.64,8.01,23.33,20.84,23.33,21.78,DOWN
SLV,Silver,Commodities,2024,1,2024-01,-3.42,5.59,21.65,20.22,21.65,20.91,DOWN
SLV,Silver,Commodities,2024,2,2024-02,-2.26,6.55,21.39,20.2,21.21,20.73,DOWN
SLV,Silver,Commodities,2024,3,2024-03,7.46,7.06,23.29,21.17,21.17,22.75,UP
SLV,Silver,Commodities,2024,4,2024-04,5.21,9.97,26.41,22.86,22.86,24.05,UP
SLV,Silver,Commodities,2024,5,2024-05,14.38,11.65,29.27,24.22,24.27,27.76,UP
SLV,Silver,Commodities,2024,6,2024-06,-4.73,11.87,28.53,26.31,27.89,26.57,DOWN
SLV,Silver,Commodities,2024,7,2024-07,-1.71,8.39,28.68,25.41,26.85,26.39,DOWN
SLV,Silver,Commodities,2024,8,2024-08,1.23,8.75,27.36,24.33,26.03,26.35,UP
SLV,Silver,Commodities,2024,9,2024-09,11.06,10.46,29.38,25.48,25.58,28.41,UP
SLV,Silver,Commodities,2024,10,2024-10,4.3,9.61,31.74,27.86,28.58,29.81,UP
SLV,Silver,Commodities,2024,11,2024-11,-5.48,8.36,29.75,27.45,29.54,27.92,DOWN
SLV,Silver,Commodities,2024,12,2024-12,-5.25,6.56,29.04,26.33,27.79,26.33,DOWN
SLV,Silver,Commodities,2025,1,2025-01,5.87,6.29,28.72,26.93,26.93,28.51,UP
SLV,Silver,Commodities,2025,2,2025-02,-1.26,5.12,29.95,28.31,28.67,28.31,DOWN
SLV,Silver,Commodities,2025,3,2025-03,7.79,6.21,31.32,28.75,28.75,30.99,UP
SLV,Silver,Commodities,2025,4,2025-04,-3.36,11.29,30.76,27.08,30.63,29.6,DOWN
SLV,Silver,Commodities,2025,5,2025-05,2.08,6.54,30.51,29.12,29.39,30.0,UP
SLV,Silver,Commodities,2025,6,2025-06,3.86,8.24,33.74,31.34,31.59,32.81,UP
SLV,Silver,Commodities,2025,7,2025-07,1.8,7.03,35.72,32.73,32.73,33.32,UP
SLV,Silver,Commodities,2025,8,2025-08,7.74,5.5,36.19,33.59,33.59,36.19,UP
SLV,Silver,Commodities,2025,9,2025-09,14.05,6.32,42.5,36.93,37.15,42.37,UP
SLV,Silver,Commodities,2025,10,2025-10,2.56,12.53,49.17,42.4,42.91,44.01,UP
SLV,Silver,Commodities,2025,11,2025-11,17.02,11.34,51.21,42.74,43.76,51.21,UP
SLV,Silver,Commodities,2025,12,2025-12,22.66,17.09,71.12,51.76,52.52,64.42,UP
SLV,Silver,Commodities,2026,1,2026-01,14.74,35.83,105.6,65.75,65.75,75.44,UP
SLV,Silver,Commodities,2026,2,2026-02,17.32,29.58,84.99,66.37,72.44,84.99,UP
SLV,Silver,Commodities,2026,3,2026-03,-6.9,19.48,81.57,74.27,81.57,75.94,DOWN
USO,Oil,Commodities,2015,1,2015-01,-10.41,16.4,159.12,132.48,159.12,142.56,DOWN
USO,Oil,Commodities,2015,2,2015-02,-2.79,15.51,158.32,144.24,148.96,144.8,DOWN
USO,Oil,Commodities,2015,3,2015-03,-8.08,13.42,152.08,127.68,146.56,134.72,DOWN
USO,Oil,Commodities,2015,4,2015-04,16.67,11.02,164.08,140.48,140.64,164.08,UP
USO,Oil,Commodities,2015,5,2015-05,-0.44,9.0,166.56,155.84,163.2,162.48,FLAT
USO,Oil,Commodities,2015,6,2015-06,-2.36,6.99,165.44,156.08,162.88,159.04,DOWN
USO,Oil,Commodities,2015,7,2015-07,-18.38,9.62,152.8,124.72,152.8,124.72,DOWN
USO,Oil,Commodities,2015,8,2015-08,5.23,16.82,127.12,99.92,120.8,127.12,UP
USO,Oil,Commodities,2015,9,2015-09,-0.88,12.85,122.88,115.04,118.48,117.44,DOWN
USO,Oil,Commodities,2015,10,2015-10,1.58,11.01,128.32,110.56,116.64,118.48,UP
USO,Oil,Commodities,2015,11,2015-11,-12.34,8.84,122.24,103.44,118.0,103.44,DOWN
USO,Oil,Commodities,2015,12,2015-12,-15.06,11.6,103.6,85.28,103.6,88.0,DOWN
USO,Oil,Commodities,2016,1,2016-01,-12.11,19.35,87.84,65.92,87.84,77.2,DOWN
USO,Oil,Commodities,2016,2,2016-02,-0.22,18.55,74.72,63.68,72.16,72.0,FLAT
USO,Oil,Commodities,2016,3,2016-03,6.01,13.01,84.72,73.2,73.2,77.6,UP
USO,Oil,Commodities,2016,4,2016-04,21.11,11.67,90.4,72.64,74.64,90.4,UP
USO,Oil,Commodities,2016,5,2016-05,7.42,8.21,96.24,85.44,88.4,94.96,UP
USO,Oil,Commodities,2016,6,2016-06,-3.02,10.56,99.44,89.12,95.44,92.56,DOWN
USO,Oil,Commodities,2016,7,2016-07,-17.15,11.07,94.24,77.36,94.24,78.08,DOWN
USO,Oil,Commodities,2016,8,2016-08,10.1,10.8,90.72,74.64,75.28,82.88,UP
USO,Oil,Commodities,2016,9,2016-09,8.65,11.4,87.68,79.84,80.48,87.44,UP
USO,Oil,Commodities,2016,10,2016-10,-5.14,7.93,93.36,84.24,88.8,84.24,DOWN
USO,Oil,Commodities,2016,11,2016-11,3.41,13.76,87.44,78.16,84.56,87.44,UP
USO,Oil,Commodities,2016,12,2016-12,3.44,7.09,94.0,88.72,90.64,93.76,UP
USO,Oil,Commodities,2017,1,2017-01,-1.05,7.42,93.6,88.56,91.52,90.56,DOWN
USO,Oil,Commodities,2017,2,2017-02,-0.26,4.78,92.32,89.52,91.84,91.6,FLAT
USO,Oil,Commodities,2017,3,2017-03,-6.67,7.43,91.2,80.08,91.2,85.12,DOWN
USO,Oil,Commodities,2017,4,2017-04,-2.94,6.07,89.36,81.92,84.4,81.92,DOWN
USO,Oil,Commodities,2017,5,2017-05,-1.87,9.85,85.12,75.68,81.2,79.68,DOWN
USO,Oil,Commodities,2017,6,2017-06,-4.14,8.68,79.76,69.68,79.28,76.0,DOWN
USO,Oil,Commodities,2017,7,2017-07,6.86,8.05,82.24,72.8,76.96,82.24,UP
USO,Oil,Commodities,2017,8,2017-08,-4.56,7.64,81.2,75.04,80.72,77.04,DOWN
USO,Oil,Commodities,2017,9,2017-09,7.86,5.99,84.4,77.36,77.36,83.44,UP
USO,Oil,Commodities,2017,10,2017-10,7.05,6.24,87.44,79.76,81.68,87.44,UP
USO,Oil,Commodities,2017,11,2017-11,5.23,6.03,94.32,87.2,87.2,91.76,UP
USO,Oil,Commodities,2017,12,2017-12,2.91,5.65,96.08,89.6,93.36,96.08,UP
USO,Oil,Commodities,2018,1,2018-01,7.54,4.82,105.92,96.56,96.56,103.84,UP
USO,Oil,Commodities,2018,2,2018-02,-6.57,7.68,105.92,94.88,105.92,98.96,DOWN
USO,Oil,Commodities,2018,3,2018-03,5.99,6.71,106.24,97.2,98.8,104.72,UP
USO,Oil,Commodities,2018,4,2018-04,8.32,7.45,111.36,100.08,101.92,110.4,UP
USO,Oil,Commodities,2018,5,2018-05,-0.44,7.05,117.36,108.08,108.88,108.4,FLAT
USO,Oil,Commodities,2018,6,2018-06,13.66,9.05,120.48,104.4,106.0,120.48,UP
USO,Oil,Commodities,2018,7,2018-07,-4.55,7.41,120.56,111.52,119.68,114.24,DOWN
USO,Oil,Commodities,2018,8,2018-08,4.4,6.65,118.0,108.08,112.72,117.68,UP
USO,Oil,Commodities,2018,9,2018-09,6.45,5.97,124.16,113.68,116.64,124.16,UP
USO,Oil,Commodities,2018,10,2018-10,-13.54,7.98,128.64,110.32,127.6,110.32,DOWN
USO,Oil,Commodities,2018,11,2018-11,-20.28,12.1,107.68,85.28,107.68,85.84,DOWN
USO,Oil,Commodities,2018,12,2018-12,-14.29,15.26,90.16,74.32,90.16,77.28,DOWN
USO,Oil,Commodities,2019,1,2019-01,15.23,8.75,91.2,78.8,78.8,90.8,UP
USO,Oil,Commodities,2019,2,2019-02,2.75,7.05,95.6,88.08,93.04,95.6,UP
USO,Oil,Commodities,2019,3,2019-03,7.2,5.43,100.0,93.28,93.28,100.0,UP
USO,Oil,Commodities,2019,4,2019-04,3.67,6.39,110.32,102.56,102.56,106.32,UP
USO,Oil,Commodities,2019,5,2019-05,-16.04,9.83,105.76,88.8,105.76,88.8,DOWN
USO,Oil,Commodities,2019,6,2019-06,9.55,10.33,98.32,85.12,87.92,96.32,UP
USO,Oil,Commodities,2019,7,2019-07,-1.95,8.7,100.4,92.48,98.24,96.32,DOWN
USO,Oil,Commodities,2019,8,2019-08,1.33,11.24,94.96,86.72,90.48,91.68,UP
USO,Oil,Commodities,2019,9,2019-09,1.07,15.78,102.64,89.76,89.76,90.72,UP
USO,Oil,Commodities,2019,10,2019-10,0.98,6.22,94.64,87.12,89.52,90.4,UP
USO,Oil,Commodities,2019,11,2019-11,-0.6,8.35,97.6,92.56,93.52,92.96,DOWN
USO,Oil,Commodities,2019,12,2019-12,9.77,4.33,103.28,93.36,93.36,102.48,UP
USO,Oil,Commodities,2020,1,2020-01,-15.38,7.08,105.44,86.72,102.48,86.72,DOWN
USO,Oil,Commodities,2020,2,2020-02,-9.91,9.95,90.24,75.6,83.92,75.6,DOWN
USO,Oil,Commodities,2020,3,2020-03,-57.56,40.38,79.36,33.68,79.36,33.68,DOWN
USO,Oil,Commodities,2020,4,2020-04,-45.43,44.41,47.2,17.04,35.04,19.12,DOWN
USO,Oil,Commodities,2020,5,2020-05,37.22,17.63,26.6,18.86,18.86,25.88,UP
USO,Oil,Commodities,2020,6,2020-06,7.02,12.9,28.98,26.22,26.22,28.06,UP
USO,Oil,Commodities,2020,7,2020-07,2.54,6.14,29.75,28.35,28.35,29.07,UP
USO,Oil,Commodities,2020,8,2020-08,4.23,4.9,30.93,29.34,29.34,30.58,UP
USO,Oil,Commodities,2020,9,2020-09,-7.58,11.42,30.61,26.75,30.61,28.29,DOWN
USO,Oil,Commodities,2020,10,2020-10,-8.22,12.06,29.14,25.25,27.51,25.25,DOWN
USO,Oil,Commodities,2020,11,2020-11,17.94,10.14,31.37,26.26,26.26,30.97,UP
USO,Oil,Commodities,2020,12,2020-12,7.81,5.39,33.48,30.62,30.62,33.01,UP
USO,Oil,Commodities,2021,1,2021-01,8.65,7.61,36.24,32.38,32.38,35.18,UP
USO,Oil,Commodities,2021,2,2021-02,14.37,7.54,42.5,36.12,36.12,41.31,UP
USO,Oil,Commodities,2021,3,2021-03,-0.17,14.56,44.6,39.37,40.6,40.53,FLAT
USO,Oil,Commodities,2021,4,2021-04,3.42,8.08,44.26,40.28,41.84,43.27,UP
USO,Oil,Commodities,2021,5,2021-05,3.27,8.03,45.55,42.48,43.98,45.42,UP
USO,Oil,Commodities,2021,6,2021-06,7.66,4.15,50.25,46.33,46.33,49.88,UP
USO,Oil,Commodities,2021,7,2021-07,0.08,10.3,51.15,45.84,50.62,50.66,FLAT
USO,Oil,Commodities,2021,8,2021-08,-2.32,10.13,49.18,43.43,49.18,48.04,DOWN
USO,Oil,Commodities,2021,9,2021-09,9.66,6.23,52.91,47.75,47.93,52.56,UP
USO,Oil,Commodities,2021,10,2021-10,7.3,6.27,58.45,53.26,53.26,57.15,UP
USO,Oil,Commodities,2021,11,2021-11,-16.72,14.4,57.97,47.91,57.53,47.91,DOWN
USO,Oil,Commodities,2021,12,2021-12,15.56,9.25,55.1,47.04,47.04,54.36,UP
USO,Oil,Commodities,2022,1,2022-01,13.95,6.07,62.48,54.83,54.83,62.48,UP
USO,Oil,Commodities,2022,2,2022-02,7.92,6.76,67.48,62.52,62.53,67.48,UP
USO,Oil,Commodities,2022,3,2022-03,3.2,23.25,85.43,68.28,71.82,74.12,UP
USO,Oil,Commodities,2022,4,2022-04,4.03,11.3,80.41,72.3,74.17,77.16,UP
USO,Oil,Commodities,2022,5,2022-05,9.05,12.16,85.47,74.53,78.38,85.47,UP
USO,Oil,Commodities,2022,6,2022-06,-6.07,10.5,91.99,78.98,85.54,80.35,DOWN
USO,Oil,Commodities,2022,7,2022-07,-4.43,14.87,81.67,72.81,81.67,78.05,DOWN
USO,Oil,Commodities,2022,8,2022-08,-2.69,11.14,78.69,71.24,75.13,73.11,DOWN
USO,Oil,Commodities,2022,9,2022-09,-7.99,12.16,72.73,63.2,70.95,65.28,DOWN
USO,Oil,Commodities,2022,10,2022-10,5.36,9.84,75.1,67.89,67.89,71.53,UP
USO,Oil,Commodities,2022,11,2022-11,-3.95,11.08,76.82,66.88,73.12,70.23,DOWN
USO,Oil,Commodities,2022,12,2022-12,-0.48,9.12,70.45,62.71,70.45,70.11,FLAT
USO,Oil,Commodities,2023,1,2023-01,2.48,9.4,71.55,64.3,67.64,69.32,UP
USO,Oil,Commodities,2023,2,2023-02,-0.22,8.95,69.87,64.4,67.36,67.21,FLAT
USO,Oil,Commodities,2023,3,2023-03,-2.39,10.66,70.49,58.66,68.07,66.44,DOWN
USO,Oil,Commodities,2023,4,2023-04,-3.94,9.76,72.43,65.36,70.27,67.5,DOWN
USO,Oil,Commodities,2023,5,2023-05,-8.9,10.86,66.55,60.31,66.55,60.63,DOWN
USO,Oil,Commodities,2023,6,2023-06,1.6,9.64,65.04,60.24,62.55,63.55,UP
USO,Oil,Commodities,2023,7,2023-07,15.43,6.12,73.17,63.39,63.39,73.17,UP
USO,Oil,Commodities,2023,8,2023-08,2.88,5.43,75.1,71.36,72.96,75.06,UP
USO,Oil,Commodities,2023,9,2023-09,5.12,5.3,82.9,76.92,76.92,80.86,UP
USO,Oil,Commodities,2023,10,2023-10,-5.5,10.91,81.68,73.99,79.39,75.02,DOWN
USO,Oil,Commodities,2023,11,2023-11,-6.17,10.33,76.18,68.05,74.75,70.14,DOWN
USO,Oil,Commodities,2023,12,2023-12,-3.74,8.99,70.21,64.25,69.24,66.65,DOWN
USO,Oil,Commodities,2024,1,2024-01,7.83,8.29,73.1,65.77,65.77,70.92,UP
USO,Oil,Commodities,2024,2,2024-02,6.21,6.85,73.85,67.51,69.07,73.36,UP
USO,Oil,Commodities,2024,3,2024-03,5.03,5.58,78.73,73.35,74.96,78.73,UP
USO,Oil,Commodities,2024,4,2024-04,-1.62,4.96,82.4,78.38,79.67,78.38,DOWN
USO,Oil,Commodities,2024,5,2024-05,-1.46,6.16,77.66,74.45,75.93,74.82,DOWN
USO,Oil,Commodities,2024,6,2024-06,10.8,7.25,79.92,71.09,71.83,79.59,UP
USO,Oil,Commodities,2024,7,2024-07,-4.66,7.03,81.54,74.46,81.54,77.74,DOWN
USO,Oil,Commodities,2024,8,2024-08,-2.56,9.6,78.63,72.45,76.29,74.34,DOWN
USO,Oil,Commodities,2024,9,2024-09,-1.65,9.7,73.29,66.96,71.09,69.92,DOWN
USO,Oil,Commodities,2024,10,2024-10,1.35,11.79,79.2,69.66,72.11,73.08,UP
USO,Oil,Commodities,2024,11,2024-11,-0.57,7.86,74.73,69.75,72.02,71.61,DOWN
USO,Oil,Commodities,2024,12,2024-12,6.35,5.65,75.55,70.24,71.04,75.55,UP
USO,Oil,Commodities,2025,1,2025-01,1.42,8.02,84.34,76.93,76.93,78.02,UP
USO,Oil,Commodities,2025,2,2025-02,-3.34,6.74,78.27,73.85,77.82,75.22,DOWN
USO,Oil,Commodities,2025,3,2025-03,5.47,6.85,77.33,70.89,73.32,77.33,UP
USO,Oil,Commodities,2025,4,2025-04,-17.54,14.3,77.74,63.34,77.08,63.56,DOWN
USO,Oil,Commodities,2025,5,2025-05,4.08,7.96,69.59,62.37,64.52,67.15,UP
USO,Oil,Commodities,2025,6,2025-06,5.12,14.73,83.12,69.34,69.55,73.11,UP
USO,Oil,Commodities,2025,7,2025-07,7.66,7.38,81.04,73.93,73.93,79.59,UP
USO,Oil,Commodities,2025,8,2025-08,-3.38,6.06,77.46,72.3,77.46,74.84,DOWN
USO,Oil,Commodities,2025,9,2025-09,-3.92,7.65,77.02,72.63,76.76,73.75,DOWN
USO,Oil,Commodities,2025,10,2025-10,-0.79,8.22,73.53,67.81,73.14,72.56,DOWN
USO,Oil,Commodities,2025,11,2025-11,-2.3,7.3,72.74,69.25,72.74,71.07,DOWN
USO,Oil,Commodities,2025,12,2025-12,-2.67,6.9,71.92,66.17,71.06,69.16,DOWN
USO,Oil,Commodities,2026,1,2026-01,15.31,8.8,79.52,67.79,68.96,79.52,UP
USO,Oil,Commodities,2026,2,2026-02,8.79,10.21,81.95,75.33,75.33,81.95,UP
USO,Oil,Commodities,2026,3,2026-03,24.75,19.92,108.77,87.19,87.19,108.77,UP
