ticker,year,month,total_articles,avg_sentiment,median_sentiment,std_sentiment,bullish_count,bearish_count,neutral_count,avg_confidence,bullish_pct,bearish_pct,sentiment_bias,ticker_name,group,year_month
EWA,2022,2,1,0.6793219707906246,0.6793219707906246,,1,0,0,0.698508620262146,100.0,0.0,BULLISH,Australia ETF,Australia,2022-02
EWA,2022,4,3,0.2788012915601333,0.09131531417369843,0.4314827984383928,1,0,2,0.7688702344894409,33.3,0.0,BULLISH,Australia ETF,Australia,2022-04
EWA,2022,5,1,-0.58247309923172,-0.58247309923172,,0,1,0,0.7747064232826233,0.0,100.0,BEARISH,Australia ETF,Australia,2022-05
EWA,2022,8,1,0.09479275345802307,0.09479275345802307,,0,0,1,0.8176590800285339,0.0,0.0,BULLISH,Australia ETF,Australia,2022-08
EWA,2022,9,2,-0.45913536148145795,-0.45913536148145795,0.6973817995804421,0,1,1,0.9356122016906738,0.0,50.0,BEARISH,Australia ETF,Australia,2022-09
EWA,2022,10,1,-0.11249131709337234,-0.11249131709337234,,0,0,1,0.7014949321746826,0.0,0.0,BEARISH,Australia ETF,Australia,2022-10
EWA,2022,11,1,0.7082397229969501,0.7082397229969501,,1,0,0,0.7465132474899292,100.0,0.0,BULLISH,Australia ETF,Australia,2022-11
EWA,2022,12,2,-0.3491953597404063,-0.3491953597404063,0.5817202512854155,0,1,1,0.8490754961967468,0.0,50.0,BEARISH,Australia ETF,Australia,2022-12
EWA,2023,3,2,0.24382789386436343,0.24382789386436343,0.29423471415531444,0,0,2,0.5725012421607971,0.0,0.0,BULLISH,Australia ETF,Australia,2023-03
EWA,2023,4,2,0.06522031035274267,0.06522031035274267,0.31819322387586724,0,0,2,0.734671026468277,0.0,0.0,BULLISH,Australia ETF,Australia,2023-04
EWA,2023,5,3,-0.2739542592316866,0.041929157450795174,0.5779830292719375,0,1,2,0.9222398201624552,0.0,33.3,BEARISH,Australia ETF,Australia,2023-05
EWA,2023,6,3,0.01428249105811119,0.08423752710223198,0.8986890074464597,1,1,1,0.9025001923243204,33.3,33.3,NEUTRAL,Australia ETF,Australia,2023-06
EWA,2023,8,2,-0.4358488004654646,-0.4358488004654646,0.6034370478419258,0,1,1,0.9146791994571686,0.0,50.0,BEARISH,Australia ETF,Australia,2023-08
EWA,2023,9,2,-0.1567013906314969,-0.1567013906314969,1.1176457310516636,1,1,0,0.8259114921092987,50.0,50.0,BEARISH,Australia ETF,Australia,2023-09
EWA,2024,1,2,0.1613689661026001,0.1613689661026001,1.0079776858858407,1,1,0,0.8379308879375458,50.0,50.0,BULLISH,Australia ETF,Australia,2024-01
EWA,2026,2,260,0.13527341040961732,0.06978016812354326,0.4235160237765878,90,37,133,0.5827450116182893,34.6,14.2,BULLISH,Australia ETF,Australia,2026-02
EWA,2026,3,42,-0.2780578691113208,-0.21632211282849312,0.6000633183746806,7,21,14,0.8265497288444922,16.7,50.0,BEARISH,Australia ETF,Australia,2026-03
GLD,2022,1,13,-0.03539033391727851,0.02708042412996292,0.5703461784865757,4,5,4,0.7436407414766458,30.8,38.5,NEUTRAL,Gold,Commodities,2022-01
GLD,2022,2,35,-0.35619826668075155,-0.47029736638069153,0.5626680941740596,5,21,9,0.7875739778791155,14.3,60.0,BEARISH,Gold,Commodities,2022-02
GLD,2022,3,27,-0.14208510314562806,-0.02841060422360897,0.503461997963068,5,8,14,0.7798978940204337,18.5,29.6,BEARISH,Gold,Commodities,2022-03
GLD,2022,4,12,-0.3046852177164207,-0.13410590775310993,0.4450098071270295,0,5,7,0.8436807443698248,0.0,41.7,BEARISH,Gold,Commodities,2022-04
GLD,2022,5,25,-0.3800396608747542,-0.374601636081934,0.5161068251067755,2,12,11,0.8041730463504791,8.0,48.0,BEARISH,Gold,Commodities,2022-05
GLD,2022,6,26,-0.43963774368883324,-0.4017174895852804,0.4445906750617423,1,15,10,0.8094841654484088,3.8,57.7,BEARISH,Gold,Commodities,2022-06
GLD,2022,7,12,0.01836780272424221,0.021577022038400173,0.39199009733272,1,2,9,0.875313418606917,8.3,16.7,NEUTRAL,Gold,Commodities,2022-07
GLD,2022,8,14,-0.26413477857464124,-0.10472535900771618,0.620665029745287,3,6,5,0.7992084409509387,21.4,42.9,BEARISH,Gold,Commodities,2022-08
GLD,2022,9,32,-0.36682996424497105,-0.4746616631746292,0.5273206723504706,2,17,13,0.849133444018662,6.2,53.1,BEARISH,Gold,Commodities,2022-09
GLD,2022,10,13,-0.20247112744702742,-0.00535186193883419,0.5368136586976989,1,4,8,0.8450633837626531,7.7,30.8,BEARISH,Gold,Commodities,2022-10
GLD,2022,11,21,-0.11576378873238961,-0.05958952009677887,0.4637545806138505,2,5,14,0.8379405566624233,9.5,23.8,BEARISH,Gold,Commodities,2022-11
GLD,2022,12,21,-0.3651124315691136,-0.4954609274864197,0.5119774366248712,1,12,8,0.8297530100459144,4.8,57.1,BEARISH,Gold,Commodities,2022-12
GLD,2023,1,42,-0.2732979429752699,-0.22618776373565197,0.6400986987403362,9,20,13,0.8365900097858339,21.4,47.6,BEARISH,Gold,Commodities,2023-01
GLD,2023,2,37,-0.20116900773467244,-0.06588265858590603,0.5936840274596528,6,16,15,0.8235582475726669,16.2,43.2,BEARISH,Gold,Commodities,2023-02
GLD,2023,3,55,-0.29609239407899707,-0.20578433945775032,0.5960074001722182,9,27,19,0.8316577737981623,16.4,49.1,BEARISH,Gold,Commodities,2023-03
GLD,2023,4,31,-0.34160247937806193,-0.42099468410015106,0.5506358330805767,3,17,11,0.7947403288656666,9.7,54.8,BEARISH,Gold,Commodities,2023-04
GLD,2023,5,49,-0.10071246181519664,-0.03468337655067444,0.6255613659069771,11,16,22,0.8164334212030683,22.4,32.7,BEARISH,Gold,Commodities,2023-05
GLD,2023,6,37,0.014227647208482833,0.06136567145586014,0.5618647546238639,13,11,13,0.7829031646251678,35.1,29.7,NEUTRAL,Gold,Commodities,2023-06
GLD,2023,7,27,-0.27476414844945624,-0.29818685352802277,0.5978500437911684,6,14,7,0.7989623855661463,22.2,51.9,BEARISH,Gold,Commodities,2023-07
GLD,2023,8,36,-0.31143477264170843,-0.27838644199073315,0.6092763808514503,6,18,12,0.809529948565695,16.7,50.0,BEARISH,Gold,Commodities,2023-08
GLD,2023,9,36,-0.3871985943470564,-0.7930683717131615,0.6500233477635172,7,24,5,0.8125458616349432,19.4,66.7,BEARISH,Gold,Commodities,2023-09
GLD,2023,10,65,-0.35911087559965943,-0.44574995897710323,0.5529132036739031,10,38,17,0.779472493666869,15.4,58.5,BEARISH,Gold,Commodities,2023-10
GLD,2023,11,29,-0.0748300813138485,-0.021773427724838257,0.7519325163147997,10,12,7,0.8543542520753269,34.5,41.4,BEARISH,Gold,Commodities,2023-11
GLD,2023,12,25,0.2394264393299818,0.34194105863571167,0.6030018035598033,14,6,5,0.7743583106994629,56.0,24.0,BULLISH,Gold,Commodities,2023-12
GLD,2024,1,21,-0.047904985424663336,0.01922786608338356,0.6079954936016262,6,8,7,0.8073204769974663,28.6,38.1,NEUTRAL,Gold,Commodities,2024-01
GLD,2024,2,29,0.1046109523238807,0.04882382974028587,0.6056426466675525,12,8,9,0.7590394821660272,41.4,27.6,BULLISH,Gold,Commodities,2024-02
GLD,2024,3,6,0.07163165734770398,0.3500079216901213,0.8329155565637613,3,2,1,0.8575977484385172,50.0,33.3,BULLISH,Gold,Commodities,2024-03
GLD,2026,2,1734,0.11275995356624789,0.07426222320646048,0.41565662836051787,624,291,819,0.5791281192276666,36.0,16.8,BULLISH,Gold,Commodities,2026-02
GLD,2026,3,389,-0.3049388733163361,-0.42661505937576294,0.5868404994368583,64,220,105,0.7941729257644602,16.5,56.6,BEARISH,Gold,Commodities,2026-03
QQQ,2022,1,31,-0.17855067812507192,-0.0049355849623680115,0.5439280285345247,4,12,15,0.8175787733447167,12.9,38.7,BEARISH,Nasdaq-100,US,2022-01
QQQ,2022,2,43,-0.2674250889049713,-0.3247702084481716,0.64216332304796,10,23,10,0.79133252279703,23.3,53.5,BEARISH,Nasdaq-100,US,2022-02
QQQ,2022,3,40,-0.06535165663808584,0.02437437605112791,0.5866144609219602,13,13,14,0.7938593424856663,32.5,32.5,BEARISH,Nasdaq-100,US,2022-03
QQQ,2022,4,34,-0.27726959852118266,-0.3170902021229267,0.6081575071518023,6,17,11,0.8332272776786018,17.6,50.0,BEARISH,Nasdaq-100,US,2022-04
QQQ,2022,5,88,-0.4168188994570466,-0.5986343529075384,0.5349929185115336,10,50,28,0.8108617412773046,11.4,56.8,BEARISH,Nasdaq-100,US,2022-05
QQQ,2022,6,60,-0.3381963751899699,-0.4017174895852804,0.5718645337149239,7,30,23,0.8520515789588292,11.7,50.0,BEARISH,Nasdaq-100,US,2022-06
QQQ,2022,7,34,0.15526261138181915,0.09255522675812244,0.5904600096222581,12,8,14,0.8199165524805293,35.3,23.5,BULLISH,Nasdaq-100,US,2022-07
QQQ,2022,8,42,-0.18022954173474795,-0.010252784006297588,0.5752964121343195,9,17,16,0.7924608992678779,21.4,40.5,BEARISH,Nasdaq-100,US,2022-08
QQQ,2022,9,61,-0.3018359510289108,-0.2624027840793133,0.6261608427927069,10,31,20,0.8402639778911091,16.4,50.8,BEARISH,Nasdaq-100,US,2022-09
QQQ,2022,10,55,-0.07321969309652393,-0.021075744181871414,0.6432638932406409,15,21,19,0.8302860200405121,27.3,38.2,BEARISH,Nasdaq-100,US,2022-10
QQQ,2022,11,54,-0.03776902173369847,0.05544455908238888,0.6688231972211821,18,20,16,0.8285715883528745,33.3,37.0,NEUTRAL,Nasdaq-100,US,2022-11
QQQ,2022,12,72,-0.14576024555006167,-0.04758116602897644,0.6410428230641693,15,29,28,0.8046153001487255,20.8,40.3,BEARISH,Nasdaq-100,US,2022-12
QQQ,2023,1,77,0.012620251843488061,0.024048443883657455,0.6594819952949242,29,28,20,0.8126229783157249,37.7,36.4,NEUTRAL,Nasdaq-100,US,2023-01
QQQ,2023,2,95,-0.16666697729378938,-0.06581103801727295,0.6652162473055333,28,42,25,0.8292946197484669,29.5,44.2,BEARISH,Nasdaq-100,US,2023-02
QQQ,2023,3,134,-0.039654051495799376,0.007329178974032402,0.6327664268683114,45,53,36,0.7992844924108305,33.6,39.6,NEUTRAL,Nasdaq-100,US,2023-03
QQQ,2023,4,91,-0.1560669064235229,-0.03569756634533405,0.639432175749339,25,41,25,0.7988157354213379,27.5,45.1,BEARISH,Nasdaq-100,US,2023-04
QQQ,2023,5,172,-0.03762490698677856,0.012418092228472233,0.6478905567331126,56,60,56,0.7963528539552245,32.6,34.9,NEUTRAL,Nasdaq-100,US,2023-05
QQQ,2023,6,192,-0.08436906846084942,0.003193698823451996,0.5979816729174934,58,71,63,0.7649146517117819,30.2,37.0,BEARISH,Nasdaq-100,US,2023-06
QQQ,2023,7,183,0.0324923079740765,0.04966435022652149,0.6002500222769357,73,59,51,0.7688256627549239,39.9,32.2,NEUTRAL,Nasdaq-100,US,2023-07
QQQ,2023,8,233,-0.18744791273523298,-0.14347711950540543,0.6708779052981639,69,115,49,0.811256229493751,29.6,49.4,BEARISH,Nasdaq-100,US,2023-08
QQQ,2023,9,170,-0.3009071712245179,-0.5190064236521721,0.6216204812109979,36,92,42,0.8158215478939168,21.2,54.1,BEARISH,Nasdaq-100,US,2023-09
QQQ,2023,10,217,-0.310158594361236,-0.43187419697642326,0.5945038435292369,39,125,53,0.791039699233622,18.0,57.6,BEARISH,Nasdaq-100,US,2023-10
QQQ,2023,11,212,-0.011570474198790934,0.04870712757110596,0.662421775341435,83,84,45,0.7865408556360118,39.2,39.6,NEUTRAL,Nasdaq-100,US,2023-11
QQQ,2023,12,149,0.018412874674037,0.06032972410321236,0.6765227998726551,61,53,35,0.7877966151541511,40.9,35.6,NEUTRAL,Nasdaq-100,US,2023-12
QQQ,2024,1,153,-0.09396962952355739,-0.003361046314239502,0.6628244798483838,49,65,39,0.8037372274336472,32.0,42.5,BEARISH,Nasdaq-100,US,2024-01
QQQ,2024,2,181,0.06328173068696788,0.07088702917098999,0.6477899466491669,83,59,39,0.7831216601047727,45.9,32.6,BULLISH,Nasdaq-100,US,2024-02
QQQ,2024,3,33,0.17819849087038275,0.22646483778953552,0.6451674745223265,18,9,6,0.7557756160244797,54.5,27.3,BULLISH,Nasdaq-100,US,2024-03
QQQ,2026,2,2386,0.11832251153321904,0.07428257633000612,0.4069386114781584,877,380,1129,0.5745067004942275,36.8,15.9,BULLISH,Nasdaq-100,US,2026-02
QQQ,2026,3,355,-0.2844686068607573,-0.3640309851616621,0.5938957084431268,60,195,100,0.8062639146492305,16.9,54.9,BEARISH,Nasdaq-100,US,2026-03
SLV,2022,1,1,0.02708042412996292,0.02708042412996292,,0,0,1,0.9382850527763367,0.0,0.0,NEUTRAL,Silver,Commodities,2022-01
SLV,2022,3,2,0.011949192732572556,0.011949192732572556,0.023382481497964857,0,0,2,0.9326148331165314,0.0,0.0,NEUTRAL,Silver,Commodities,2022-03
SLV,2022,4,1,0.05460635386407375,0.05460635386407375,,0,0,1,0.9121302366256714,0.0,0.0,BULLISH,Silver,Commodities,2022-04
SLV,2022,6,1,0.0410008542239666,0.0410008542239666,,0,0,1,0.8499768972396851,0.0,0.0,NEUTRAL,Silver,Commodities,2022-06
SLV,2022,7,2,0.04988397844135761,0.04988397844135761,0.05130090166308128,0,0,2,0.9073668718338013,0.0,0.0,NEUTRAL,Silver,Commodities,2022-07
SLV,2022,11,1,0.025043586269021034,0.025043586269021034,,0,0,1,0.9265270233154297,0.0,0.0,NEUTRAL,Silver,Commodities,2022-11
SLV,2023,2,1,0.19484470784664154,0.19484470784664154,,1,0,0,0.4332678020000458,100.0,0.0,BULLISH,Silver,Commodities,2023-02
SLV,2023,4,1,0.5268266946077347,0.5268266946077347,,1,0,0,0.6994228363037109,100.0,0.0,BULLISH,Silver,Commodities,2023-04
SLV,2023,5,1,-0.0263199619948864,-0.0263199619948864,,0,0,1,0.8948131799697876,0.0,0.0,NEUTRAL,Silver,Commodities,2023-05
SLV,2023,12,1,0.11338043212890625,0.11338043212890625,,1,0,0,0.44595301151275635,100.0,0.0,BULLISH,Silver,Commodities,2023-12
SLV,2024,1,1,-0.5513788908720016,-0.5513788908720016,,0,1,0,0.7599658966064453,0.0,100.0,BEARISH,Silver,Commodities,2024-01
SLV,2026,2,100,0.13686048644129187,0.11056477623060346,0.37820905141379896,32,16,52,0.5399499762710184,32.0,16.0,BULLISH,Silver,Commodities,2026-02
SLV,2026,3,14,-0.03436185020421233,-0.03419743664562702,0.5307983977317966,2,4,8,0.7809874947581973,14.3,28.6,NEUTRAL,Silver,Commodities,2026-03
SPY,2022,1,120,-0.15655168869998307,-0.022500191815197468,0.5405862525694366,22,44,54,0.8084532561401526,18.3,36.7,BEARISH,S&P 500,US,2022-01
SPY,2022,2,108,-0.1345024882013806,-0.007455272600054741,0.5857179828542999,24,39,45,0.8153519326889956,22.2,36.1,BEARISH,S&P 500,US,2022-02
SPY,2022,3,101,-0.12174029170655377,-0.015090886503458023,0.5942054074308281,28,35,38,0.8060860465658773,27.7,34.7,BEARISH,S&P 500,US,2022-03
SPY,2022,4,100,-0.1444071115134284,-0.02038983441889286,0.5846459379924821,21,36,43,0.8202587500214576,21.0,36.0,BEARISH,S&P 500,US,2022-04
SPY,2022,5,173,-0.37036674439024203,-0.45050379633903503,0.5392585979438033,20,92,61,0.8254739459539424,11.6,53.2,BEARISH,S&P 500,US,2022-05
SPY,2022,6,173,-0.2761015388657032,-0.13351555727422237,0.5292059519587041,20,72,81,0.8343613342398164,11.6,41.6,BEARISH,S&P 500,US,2022-06
SPY,2022,7,76,-0.0014091519712421455,0.038642317056655884,0.5692294102056675,19,21,36,0.8089267082120243,25.0,27.6,NEUTRAL,S&P 500,US,2022-07
SPY,2022,8,110,-0.14667594882405616,-0.015802444890141487,0.5489822986629038,23,39,48,0.8027114654129202,20.9,35.5,BEARISH,S&P 500,US,2022-08
SPY,2022,9,154,-0.2974150027329852,-0.24412183463573456,0.5685435001185766,23,74,57,0.8221660556344242,14.9,48.1,BEARISH,S&P 500,US,2022-09
SPY,2022,10,132,-0.04302836056431812,0.0015177177265286446,0.5735414820481832,35,42,55,0.807660814713348,26.5,31.8,NEUTRAL,S&P 500,US,2022-10
SPY,2022,11,130,-0.10004420483198304,-0.008658689446747303,0.5460271908922593,23,39,68,0.836718701170041,17.7,30.0,BEARISH,S&P 500,US,2022-11
SPY,2022,12,182,-0.21805379177433448,-0.0993974981829524,0.6097428883533293,34,81,67,0.8210880325718241,18.7,44.5,BEARISH,S&P 500,US,2022-12
SPY,2023,1,197,-0.08235551123294582,0.015579737722873688,0.6261521975971032,55,69,73,0.8265005619392782,27.9,35.0,BEARISH,S&P 500,US,2023-01
SPY,2023,2,206,-0.15180424473121834,-0.025284267961978912,0.5694809394774937,41,76,89,0.8216094760929497,19.9,36.9,BEARISH,S&P 500,US,2023-02
SPY,2023,3,304,-0.1140415008504581,-0.016589317470788956,0.59884663716917,74,111,119,0.8146648264833187,24.3,36.5,BEARISH,S&P 500,US,2023-03
SPY,2023,4,189,-0.18775217453136095,-0.019254162907600403,0.5860180983826191,35,78,76,0.8164877407449894,18.5,41.3,BEARISH,S&P 500,US,2023-04
SPY,2023,5,307,-0.12241071615525877,-0.020591676235198975,0.595808862688066,70,106,131,0.8097005583564311,22.8,34.5,BEARISH,S&P 500,US,2023-05
SPY,2023,6,358,-0.06063309722637248,-0.010892909951508045,0.5603252527590472,96,115,147,0.7813978468239641,26.8,32.1,BEARISH,S&P 500,US,2023-06
SPY,2023,7,339,0.01356821173560259,0.02152411639690399,0.5772311601245991,113,97,129,0.7980750087967313,33.3,28.6,NEUTRAL,S&P 500,US,2023-07
SPY,2023,8,398,-0.16735124088655315,-0.01867402344942093,0.6337980721745867,102,169,127,0.8226636382353366,25.6,42.5,BEARISH,S&P 500,US,2023-08
SPY,2023,9,341,-0.2197963293229402,-0.0677957832813263,0.6013710935783333,72,152,117,0.8192004892658279,21.1,44.6,BEARISH,S&P 500,US,2023-09
SPY,2023,10,442,-0.2304660925964037,-0.13553853891789913,0.5958640602777121,87,208,147,0.8082960085496643,19.7,47.1,BEARISH,S&P 500,US,2023-10
SPY,2023,11,406,0.003205489137856831,0.03309319540858269,0.6257045183660641,140,133,133,0.7965985257637325,34.5,32.8,NEUTRAL,S&P 500,US,2023-11
SPY,2023,12,415,0.046196068879441325,0.039505863562226295,0.5756135643926474,143,109,163,0.7894567996622568,34.5,26.3,NEUTRAL,S&P 500,US,2023-12
SPY,2024,1,358,-0.009969451867938874,0.013740409165620804,0.6199296574182198,120,115,123,0.7979890361178521,33.5,32.1,NEUTRAL,S&P 500,US,2024-01
SPY,2024,2,365,0.08171330886854701,0.06992408633232117,0.5800257700292043,146,97,122,0.7691266179901279,40.0,26.6,BULLISH,S&P 500,US,2024-02
SPY,2024,3,54,0.10891377023007306,0.13313856651075184,0.639229064721227,23,16,15,0.7830901587450946,42.6,29.6,BULLISH,S&P 500,US,2024-03
SPY,2026,2,1882,0.11101448086783683,0.07344652712345123,0.4425977442359977,699,344,839,0.5928199037631893,37.1,18.3,BULLISH,S&P 500,US,2026-02
SPY,2026,3,357,-0.2795230364048702,-0.31929269060492516,0.5965101714041184,57,190,110,0.8194326913474697,16.0,53.2,BEARISH,S&P 500,US,2026-03
USO,2022,1,4,0.10683578625321388,0.06159176304936409,0.2950169685741448,2,0,2,0.6712804734706879,50.0,0.0,BULLISH,Oil,Commodities,2022-01
USO,2022,2,7,0.12144275435379573,0.028865053318440914,0.7053775590304265,3,2,2,0.8290022611618042,42.9,28.6,BULLISH,Oil,Commodities,2022-02
USO,2022,3,13,0.020691374603372354,0.028483103960752487,0.5798805886672816,4,3,6,0.8231339042003338,30.8,23.1,NEUTRAL,Oil,Commodities,2022-03
USO,2022,4,6,-0.03807734915365776,0.033467027358710766,0.5559774915053786,2,1,3,0.7886688510576884,33.3,16.7,NEUTRAL,Oil,Commodities,2022-04
USO,2022,5,3,-0.28398353420197964,0.0274822935461998,0.5663029528265545,0,1,2,0.9208047191301981,0.0,33.3,BEARISH,Oil,Commodities,2022-05
USO,2022,6,2,0.08217234304174781,0.08217234304174781,0.015581569380832563,0,0,2,0.8912721574306488,0.0,0.0,BULLISH,Oil,Commodities,2022-06
USO,2022,7,4,0.1823418487329036,0.04988397844135761,0.41921037124660665,1,0,3,0.8513191938400269,25.0,0.0,BULLISH,Oil,Commodities,2022-07
USO,2022,8,2,-0.45171371242031455,-0.45171371242031455,0.7210854993330658,0,1,1,0.9470517635345459,0.0,50.0,BEARISH,Oil,Commodities,2022-08
USO,2022,9,4,-0.06202224222943187,-0.11632820777595043,0.9748980544936551,2,2,0,0.8706345558166504,50.0,50.0,BEARISH,Oil,Commodities,2022-09
USO,2022,10,1,0.8079660981893539,0.8079660981893539,,1,0,0,0.8885725140571594,100.0,0.0,BULLISH,Oil,Commodities,2022-10
USO,2022,11,2,0.37492187041789293,0.37492187041789293,0.4948026146231621,1,0,1,0.8450176119804382,50.0,0.0,BULLISH,Oil,Commodities,2022-11
USO,2022,12,12,0.1900105425156653,0.47054634103551507,0.7011670244858803,6,4,2,0.7990057120720545,50.0,33.3,BULLISH,Oil,Commodities,2022-12
USO,2023,1,3,0.17630630359053612,0.14469311013817787,0.0800140194826087,0,0,3,0.7773996988932291,0.0,0.0,BULLISH,Oil,Commodities,2023-01
USO,2023,2,1,-0.20125481486320496,-0.20125481486320496,,0,0,1,0.6362453103065491,0.0,0.0,BEARISH,Oil,Commodities,2023-02
USO,2023,3,5,-0.4442827604711056,-0.489169180393219,0.5073289372311199,0,3,2,0.7768475413322449,0.0,60.0,BEARISH,Oil,Commodities,2023-03
USO,2023,4,11,-0.0586371249942617,-0.07215127348899841,0.5329747832011393,2,5,4,0.6960346915505149,18.2,45.5,BEARISH,Oil,Commodities,2023-04
USO,2023,5,3,0.0202155156681935,0.008299905806779861,0.0534979535706574,0,0,3,0.9002389510472616,0.0,0.0,NEUTRAL,Oil,Commodities,2023-05
USO,2023,6,4,-0.04169279849156737,-0.04959511384367943,0.7568519379085542,1,2,1,0.7999783903360367,25.0,50.0,NEUTRAL,Oil,Commodities,2023-06
USO,2023,7,4,-0.30185205582529306,-0.38129960000514984,0.5616255308092447,1,3,0,0.7160721719264984,25.0,75.0,BEARISH,Oil,Commodities,2023-07
USO,2023,8,4,-0.20283592911437154,-0.1656695120036602,0.48510814780657463,0,1,3,0.6960684284567833,0.0,25.0,BEARISH,Oil,Commodities,2023-08
USO,2023,9,23,-0.5532857612706721,-0.8809238476678729,0.5938439461267837,3,17,3,0.8923760108325792,13.0,73.9,BEARISH,Oil,Commodities,2023-09
USO,2023,10,8,-0.4185243521351367,-0.4560778420418501,0.5054097368558855,1,4,3,0.7859095484018326,12.5,50.0,BEARISH,Oil,Commodities,2023-10
USO,2023,11,6,0.3058306910097599,0.39212987571954727,0.5893683376935831,4,2,0,0.7183774262666702,66.7,33.3,BULLISH,Oil,Commodities,2023-11
USO,2023,12,5,0.35910694375634195,0.8614690378308296,0.809545568438285,4,1,0,0.8375890374183654,80.0,20.0,BULLISH,Oil,Commodities,2023-12
USO,2024,1,5,-0.4111307427287102,-0.5513788908720016,0.5942672604989625,1,3,1,0.8548251748085022,20.0,60.0,BEARISH,Oil,Commodities,2024-01
USO,2024,2,1,0.5864106565713882,0.5864106565713882,,1,0,0,0.7298327088356018,100.0,0.0,BULLISH,Oil,Commodities,2024-02
USO,2024,3,1,0.5750434696674347,0.5750434696674347,,1,0,0,0.644183337688446,100.0,0.0,BULLISH,Oil,Commodities,2024-03
USO,2026,2,266,0.05056715114462308,0.053244377952069044,0.40568504173400766,89,52,125,0.5541360512326815,33.5,19.5,BULLISH,Oil,Commodities,2026-02
USO,2026,3,363,-0.31611670855915086,-0.3930974006652832,0.5790976122889723,52,204,107,0.7976868201519257,14.3,56.2,BEARISH,Oil,Commodities,2026-03
^AXJO,2022,2,1,0.6793219707906246,0.6793219707906246,,1,0,0,0.698508620262146,100.0,0.0,BULLISH,ASX 200,Australia,2022-02
^AXJO,2022,4,3,0.2788012915601333,0.09131531417369843,0.4314827984383928,1,0,2,0.7688702344894409,33.3,0.0,BULLISH,ASX 200,Australia,2022-04
^AXJO,2022,5,1,-0.58247309923172,-0.58247309923172,,0,1,0,0.7747064232826233,0.0,100.0,BEARISH,ASX 200,Australia,2022-05
^AXJO,2022,8,1,0.09479275345802307,0.09479275345802307,,0,0,1,0.8176590800285339,0.0,0.0,BULLISH,ASX 200,Australia,2022-08
^AXJO,2022,9,2,-0.45913536148145795,-0.45913536148145795,0.6973817995804421,0,1,1,0.9356122016906738,0.0,50.0,BEARISH,ASX 200,Australia,2022-09
^AXJO,2022,10,1,-0.11249131709337234,-0.11249131709337234,,0,0,1,0.7014949321746826,0.0,0.0,BEARISH,ASX 200,Australia,2022-10
^AXJO,2022,11,1,0.7082397229969501,0.7082397229969501,,1,0,0,0.7465132474899292,100.0,0.0,BULLISH,ASX 200,Australia,2022-11
^AXJO,2022,12,2,-0.3491953597404063,-0.3491953597404063,0.5817202512854155,0,1,1,0.8490754961967468,0.0,50.0,BEARISH,ASX 200,Australia,2022-12
^AXJO,2023,3,2,0.24382789386436343,0.24382789386436343,0.29423471415531444,0,0,2,0.5725012421607971,0.0,0.0,BULLISH,ASX 200,Australia,2023-03
^AXJO,2023,4,2,0.06522031035274267,0.06522031035274267,0.31819322387586724,0,0,2,0.734671026468277,0.0,0.0,BULLISH,ASX 200,Australia,2023-04
^AXJO,2023,5,3,-0.2739542592316866,0.041929157450795174,0.5779830292719375,0,1,2,0.9222398201624552,0.0,33.3,BEARISH,ASX 200,Australia,2023-05
^AXJO,2023,6,3,0.01428249105811119,0.08423752710223198,0.8986890074464597,1,1,1,0.9025001923243204,33.3,33.3,NEUTRAL,ASX 200,Australia,2023-06
^AXJO,2023,8,2,-0.4358488004654646,-0.4358488004654646,0.6034370478419258,0,1,1,0.9146791994571686,0.0,50.0,BEARISH,ASX 200,Australia,2023-08
^AXJO,2023,9,2,-0.1567013906314969,-0.1567013906314969,1.1176457310516636,1,1,0,0.8259114921092987,50.0,50.0,BEARISH,ASX 200,Australia,2023-09
^AXJO,2024,1,2,0.1613689661026001,0.1613689661026001,1.0079776858858407,1,1,0,0.8379308879375458,50.0,50.0,BULLISH,ASX 200,Australia,2024-01
^AXJO,2026,2,264,0.13228554443533844,0.06838439404964447,0.4211278474206403,91,37,136,0.5788877445333073,34.5,14.0,BULLISH,ASX 200,Australia,2026-02
^AXJO,2026,3,45,-0.27770886228523317,-0.14524786174297333,0.5899177883247241,7,22,16,0.8132002606367071,15.6,48.9,BEARISH,ASX 200,Australia,2026-03
